"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"TMK_MN004","4271","19470101","-2.1","5","0"
"TMK_MN004","4271","19470102","-2.7","5","0"
"TMK_MN004","4271","19470103","-4.8","5","0"
"TMK_MN004","4271","19470104","-9.2","5","0"
"TMK_MN004","4271","19470105","-12.9","5","0"
"TMK_MN004","4271","19470106","-13.4","5","0"
"TMK_MN004","4271","19470107","-13.3","5","0"
"TMK_MN004","4271","19470108","-12.9","5","0"
"TMK_MN004","4271","19470109","-9.9","5","0"
"TMK_MN004","4271","19470110","-9.1","5","0"
"TMK_MN004","4271","19470111","-10.8","5","0"
"TMK_MN004","4271","19470112","-9.3","5","0"
"TMK_MN004","4271","19470113","-1.1","5","0"
"TMK_MN004","4271","19470114","2.6","5","0"
"TMK_MN004","4271","19470115","6.1","5","0"
"TMK_MN004","4271","19470116","5.5","5","0"
"TMK_MN004","4271","19470117","4.6","5","0"
"TMK_MN004","4271","19470118","2.8","5","0"
"TMK_MN004","4271","19470119","0.3","5","0"
"TMK_MN004","4271","19470120","-0.2","5","0"
"TMK_MN004","4271","19470121","-1.3","5","0"
"TMK_MN004","4271","19470122","-2.3","5","0"
"TMK_MN004","4271","19470123","-2.1","5","0"
"TMK_MN004","4271","19470124","-2.8","5","0"
"TMK_MN004","4271","19470125","-3.3","5","0"
"TMK_MN004","4271","19470126","-5.9","5","0"
"TMK_MN004","4271","19470127","-4.4","5","0"
"TMK_MN004","4271","19470128","-7","5","0"
"TMK_MN004","4271","19470129","-6","5","0"
"TMK_MN004","4271","19470130","-6.2","5","0"
"TMK_MN004","4271","19470131","-7.4","5","0"
"TMK_MN004","4271","19470201","-8.6","5","0"
"TMK_MN004","4271","19470202","-8.9","5","0"
"TMK_MN004","4271","19470203","-7.2","5","0"
"TMK_MN004","4271","19470204","-3.1","5","0"
"TMK_MN004","4271","19470205","-3.8","5","0"
"TMK_MN004","4271","19470206","-6","5","0"
"TMK_MN004","4271","19470207","-8.1","5","0"
"TMK_MN004","4271","19470208","-10.4","5","0"
"TMK_MN004","4271","19470209","-7.1","5","0"
"TMK_MN004","4271","19470210","-7.9","5","0"
"TMK_MN004","4271","19470211","-7.6","5","0"
"TMK_MN004","4271","19470212","-8.1","5","0"
"TMK_MN004","4271","19470213","-4.8","5","0"
"TMK_MN004","4271","19470214","-3.6","5","0"
"TMK_MN004","4271","19470215","-3.6","5","0"
"TMK_MN004","4271","19470216","-4.7","5","0"
"TMK_MN004","4271","19470217","-8.1","5","0"
"TMK_MN004","4271","19470218","-5.8","5","0"
"TMK_MN004","4271","19470219","-5.1","5","0"
"TMK_MN004","4271","19470220","-4.8","5","0"
"TMK_MN004","4271","19470221","-6.1","5","0"
"TMK_MN004","4271","19470222","-6.5","5","0"
"TMK_MN004","4271","19470223","-8.6","5","0"
"TMK_MN004","4271","19470224","-11.4","5","0"
"TMK_MN004","4271","19470225","-9.6","5","0"
"TMK_MN004","4271","19470226","-8.8","5","0"
"TMK_MN004","4271","19470227","-7.4","5","0"
"TMK_MN004","4271","19470228","-5.8","5","0"
"TMK_MN004","4271","19470301","-4.8","5","0"
"TMK_MN004","4271","19470302","-9.6","5","0"
"TMK_MN004","4271","19470303","-5","5","0"
"TMK_MN004","4271","19470304","-3.3","5","2"
"TMK_MN004","4271","19470305","-2.3","5","0"
"TMK_MN004","4271","19470306","-2.7","5","0"
"TMK_MN004","4271","19470307","-2.7","5","0"
"TMK_MN004","4271","19470308","-3.7","5","0"
"TMK_MN004","4271","19470309","-5.2","5","0"
"TMK_MN004","4271","19470310","-8","5","0"
"TMK_MN004","4271","19470311","-5.8","5","0"
"TMK_MN004","4271","19470312","-7.4","5","0"
"TMK_MN004","4271","19470313","-4.7","5","0"
"TMK_MN004","4271","19470314","-1.6","5","0"
"TMK_MN004","4271","19470315","-3.2","5","0"
"TMK_MN004","4271","19470316","0","5","0"
"TMK_MN004","4271","19470317","1.8","5","0"
"TMK_MN004","4271","19470318","0.6","5","0"
"TMK_MN004","4271","19470319","2.1","5","0"
"TMK_MN004","4271","19470320","3.2","5","0"
"TMK_MN004","4271","19470321","3.4","5","0"
"TMK_MN004","4271","19470322","7","5","0"
"TMK_MN004","4271","19470323","7.4","5","0"
"TMK_MN004","4271","19470324","4.6","5","0"
"TMK_MN004","4271","19470325","2.8","5","0"
"TMK_MN004","4271","19470326","4.4","5","0"
"TMK_MN004","4271","19470327","2.7","5","0"
"TMK_MN004","4271","19470328","3.4","5","0"
"TMK_MN004","4271","19470329","7.8","5","0"
"TMK_MN004","4271","19470330","8.1","5","0"
"TMK_MN004","4271","19470331","7","5","0"
"TMK_MN004","4271","19470401","7.2","5","0"
"TMK_MN004","4271","19470402","2.8","5","0"
"TMK_MN004","4271","19470403","2.1","5","0"
"TMK_MN004","4271","19470404","3","5","0"
"TMK_MN004","4271","19470405","3","5","0"
"TMK_MN004","4271","19470406","5.5","5","0"
"TMK_MN004","4271","19470407","7.2","5","0"
"TMK_MN004","4271","19470408","3.9","5","0"
"TMK_MN004","4271","19470409","2.5","5","0"
"TMK_MN004","4271","19470410","3","5","0"
"TMK_MN004","4271","19470411","4.1","5","0"
"TMK_MN004","4271","19470412","8","5","0"
"TMK_MN004","4271","19470413","3.6","5","0"
"TMK_MN004","4271","19470414","9.6","5","0"
"TMK_MN004","4271","19470415","11.1","5","0"
"TMK_MN004","4271","19470416","7.6","5","0"
"TMK_MN004","4271","19470417","7.4","5","0"
"TMK_MN004","4271","19470418","4.9","5","0"
"TMK_MN004","4271","19470419","11.2","5","0"
"TMK_MN004","4271","19470420","10.4","5","0"
"TMK_MN004","4271","19470421","11.4","5","0"
"TMK_MN004","4271","19470422","11","5","0"
"TMK_MN004","4271","19470423","11.4","5","0"
"TMK_MN004","4271","19470424","9","5","0"
"TMK_MN004","4271","19470425","10.2","5","0"
"TMK_MN004","4271","19470426","8.1","5","0"
"TMK_MN004","4271","19470427","9.8","5","0"
"TMK_MN004","4271","19470428","8","5","0"
"TMK_MN004","4271","19470429","6.3","5","0"
"TMK_MN004","4271","19470430","6.5","5","0"
"TMK_MN004","4271","19470501","4","5","0"
"TMK_MN004","4271","19470502","4.6","5","0"
"TMK_MN004","4271","19470503","4.9","5","0"
"TMK_MN004","4271","19470504","6.2","5","0"
"TMK_MN004","4271","19470505","8.5","5","0"
"TMK_MN004","4271","19470506","11.9","5","0"
"TMK_MN004","4271","19470507","12.7","5","0"
"TMK_MN004","4271","19470508","11.7","5","0"
"TMK_MN004","4271","19470509","16.7","5","0"
"TMK_MN004","4271","19470510","14.2","5","0"
"TMK_MN004","4271","19470511","16.5","5","0"
"TMK_MN004","4271","19470512","14","5","0"
"TMK_MN004","4271","19470513","15.6","5","0"
"TMK_MN004","4271","19470514","20.6","5","0"
"TMK_MN004","4271","19470515","12.3","5","0"
"TMK_MN004","4271","19470516","12.1","5","0"
"TMK_MN004","4271","19470517","12.2","5","0"
"TMK_MN004","4271","19470518","10.3","5","0"
"TMK_MN004","4271","19470519","8.2","5","0"
"TMK_MN004","4271","19470520","11.4","5","0"
"TMK_MN004","4271","19470521","9.6","5","0"
"TMK_MN004","4271","19470522","13","5","0"
"TMK_MN004","4271","19470523","16.5","5","0"
"TMK_MN004","4271","19470524","13.7","5","0"
"TMK_MN004","4271","19470525","13.7","5","0"
"TMK_MN004","4271","19470526","12.3","5","0"
"TMK_MN004","4271","19470527","16","5","0"
"TMK_MN004","4271","19470528","13","5","0"
"TMK_MN004","4271","19470529","14.5","5","0"
"TMK_MN004","4271","19470530","18","5","0"
"TMK_MN004","4271","19470531","21.6","5","0"
"TMK_MN004","4271","19470601","20.8","5","0"
"TMK_MN004","4271","19470602","20.7","5","0"
"TMK_MN004","4271","19470603","17.5","5","0"
"TMK_MN004","4271","19470604","17.9","5","0"
"TMK_MN004","4271","19470605","16","5","0"
"TMK_MN004","4271","19470606","12.8","5","0"
"TMK_MN004","4271","19470607","12.5","5","0"
"TMK_MN004","4271","19470608","12","5","0"
"TMK_MN004","4271","19470609","12.8","5","0"
"TMK_MN004","4271","19470610","12.3","5","0"
"TMK_MN004","4271","19470611","12.8","5","0"
"TMK_MN004","4271","19470612","12.4","5","0"
"TMK_MN004","4271","19470613","14.4","5","0"
"TMK_MN004","4271","19470614","14.3","5","0"
"TMK_MN004","4271","19470615","14.4","5","0"
"TMK_MN004","4271","19470616","14","5","0"
"TMK_MN004","4271","19470617","14.8","5","0"
"TMK_MN004","4271","19470618","16.8","5","0"
"TMK_MN004","4271","19470619","18.8","5","0"
"TMK_MN004","4271","19470620","17.7","5","0"
"TMK_MN004","4271","19470621","18.8","5","0"
"TMK_MN004","4271","19470622","15.3","5","0"
"TMK_MN004","4271","19470623","15.6","5","0"
"TMK_MN004","4271","19470624","15","5","0"
"TMK_MN004","4271","19470625","20.8","5","0"
"TMK_MN004","4271","19470626","19.6","5","0"
"TMK_MN004","4271","19470627","20","5","0"
"TMK_MN004","4271","19470628","24.7","5","0"
"TMK_MN004","4271","19470629","27.8","5","0"
"TMK_MN004","4271","19470630","22","5","0"
"TMK_MN004","4271","19470701","18.2","5","0"
"TMK_MN004","4271","19470702","17.7","5","0"
"TMK_MN004","4271","19470703","19.8","5","0"
"TMK_MN004","4271","19470704","21.7","5","0"
"TMK_MN004","4271","19470705","17.9","5","0"
"TMK_MN004","4271","19470706","13.2","5","0"
"TMK_MN004","4271","19470707","16.7","5","0"
"TMK_MN004","4271","19470708","15.8","5","0"
"TMK_MN004","4271","19470709","15.8","5","0"
"TMK_MN004","4271","19470710","14.4","5","0"
"TMK_MN004","4271","19470711","13.6","5","0"
"TMK_MN004","4271","19470712","16.1","5","0"
"TMK_MN004","4271","19470713","16.8","5","0"
"TMK_MN004","4271","19470714","16.4","5","0"
"TMK_MN004","4271","19470715","18.2","5","0"
"TMK_MN004","4271","19470716","19.4","5","0"
"TMK_MN004","4271","19470717","18.4","5","0"
"TMK_MN004","4271","19470718","17","5","0"
"TMK_MN004","4271","19470719","17.2","5","0"
"TMK_MN004","4271","19470720","17.4","5","0"
"TMK_MN004","4271","19470721","16.8","5","0"
"TMK_MN004","4271","19470722","18.6","5","0"
"TMK_MN004","4271","19470723","19.8","5","0"
"TMK_MN004","4271","19470724","22.4","5","0"
"TMK_MN004","4271","19470725","18.9","5","0"
"TMK_MN004","4271","19470726","20.2","5","0"
"TMK_MN004","4271","19470727","18.3","5","0"
"TMK_MN004","4271","19470728","16.9","5","0"
"TMK_MN004","4271","19470729","19.1","5","0"
"TMK_MN004","4271","19470730","19.1","5","0"
"TMK_MN004","4271","19470731","18","5","0"
"TMK_MN004","4271","19470801","17.8","5","0"
"TMK_MN004","4271","19470802","15.4","5","0"
"TMK_MN004","4271","19470803","18.2","5","0"
"TMK_MN004","4271","19470804","18.2","5","0"
"TMK_MN004","4271","19470805","20.8","5","0"
"TMK_MN004","4271","19470806","18.2","5","0"
"TMK_MN004","4271","19470807","16.7","5","0"
"TMK_MN004","4271","19470808","17.2","5","0"
"TMK_MN004","4271","19470809","18.4","5","0"
"TMK_MN004","4271","19470810","17.4","5","0"
"TMK_MN004","4271","19470811","18.7","5","0"
"TMK_MN004","4271","19470812","19.6","5","0"
"TMK_MN004","4271","19470813","19","5","0"
"TMK_MN004","4271","19470814","19.8","5","0"
"TMK_MN004","4271","19470815","20.8","5","0"
"TMK_MN004","4271","19470816","19.5","5","0"
"TMK_MN004","4271","19470817","20.9","5","0"
"TMK_MN004","4271","19470818","20.7","5","0"
"TMK_MN004","4271","19470819","17.2","5","0"
"TMK_MN004","4271","19470820","17","5","0"
"TMK_MN004","4271","19470821","16.6","5","0"
"TMK_MN004","4271","19470822","16.6","5","0"
"TMK_MN004","4271","19470823","16.8","5","0"
"TMK_MN004","4271","19470824","16.4","5","0"
"TMK_MN004","4271","19470825","16.3","5","0"
"TMK_MN004","4271","19470826","15.7","5","0"
"TMK_MN004","4271","19470827","17.6","5","0"
"TMK_MN004","4271","19470828","15.4","5","0"
"TMK_MN004","4271","19470829","15.6","5","0"
"TMK_MN004","4271","19470830","13.9","5","0"
"TMK_MN004","4271","19470831","17","5","0"
"TMK_MN004","4271","19470901","17.2","5","0"
"TMK_MN004","4271","19470902","16","5","0"
"TMK_MN004","4271","19470903","16","5","0"
"TMK_MN004","4271","19470904","14.7","5","0"
"TMK_MN004","4271","19470905","14.8","5","0"
"TMK_MN004","4271","19470906","16.7","5","0"
"TMK_MN004","4271","19470907","15.1","5","0"
"TMK_MN004","4271","19470908","16.8","5","0"
"TMK_MN004","4271","19470909","16.5","5","0"
"TMK_MN004","4271","19470910","16.9","5","0"
"TMK_MN004","4271","19470911","16.8","5","0"
"TMK_MN004","4271","19470912","20.4","5","0"
"TMK_MN004","4271","19470913","20.7","5","0"
"TMK_MN004","4271","19470914","17.8","5","0"
"TMK_MN004","4271","19470915","19.8","5","0"
"TMK_MN004","4271","19470916","23.6","5","0"
"TMK_MN004","4271","19470917","19.6","5","0"
"TMK_MN004","4271","19470918","17","5","0"
"TMK_MN004","4271","19470919","18.5","5","0"
"TMK_MN004","4271","19470920","22","5","0"
"TMK_MN004","4271","19470921","17.3","5","0"
"TMK_MN004","4271","19470922","12.9","5","0"
"TMK_MN004","4271","19470923","12.6","5","0"
"TMK_MN004","4271","19470924","13.6","5","0"
"TMK_MN004","4271","19470925","15.5","5","0"
"TMK_MN004","4271","19470926","16","5","0"
"TMK_MN004","4271","19470927","16.2","5","0"
"TMK_MN004","4271","19470928","15","5","0"
"TMK_MN004","4271","19470929","11.9","5","0"
"TMK_MN004","4271","19470930","10.9","5","0"
"TMK_MN004","4271","19471001","11.7","5","0"
"TMK_MN004","4271","19471002","10.2","5","0"
"TMK_MN004","4271","19471003","7.6","5","0"
"TMK_MN004","4271","19471004","13.9","5","0"
"TMK_MN004","4271","19471005","12.8","5","0"
"TMK_MN004","4271","19471006","10.4","5","0"
"TMK_MN004","4271","19471007","12.9","5","0"
"TMK_MN004","4271","19471008","11.4","5","0"
"TMK_MN004","4271","19471009","12.8","5","0"
"TMK_MN004","4271","19471010","12.2","5","0"
"TMK_MN004","4271","19471011","12.2","5","0"
"TMK_MN004","4271","19471012","11.7","5","0"
"TMK_MN004","4271","19471013","11.8","5","0"
"TMK_MN004","4271","19471014","13.2","5","0"
"TMK_MN004","4271","19471015","12.4","5","0"
"TMK_MN004","4271","19471016","11","5","0"
"TMK_MN004","4271","19471017","8.1","5","0"
"TMK_MN004","4271","19471018","8.4","5","0"
"TMK_MN004","4271","19471019","4.2","5","0"
"TMK_MN004","4271","19471020","4.5","5","0"
"TMK_MN004","4271","19471021","5.5","5","0"
"TMK_MN004","4271","19471022","6.8","5","0"
"TMK_MN004","4271","19471023","3.8","5","0"
"TMK_MN004","4271","19471024","3.5","5","0"
"TMK_MN004","4271","19471025","3.2","5","0"
"TMK_MN004","4271","19471026","4.2","5","0"
"TMK_MN004","4271","19471027","7.7","5","0"
"TMK_MN004","4271","19471028","4.1","5","0"
"TMK_MN004","4271","19471029","5.6","5","0"
"TMK_MN004","4271","19471030","4.8","5","0"
"TMK_MN004","4271","19471031","5.4","5","0"
"TMK_MN004","4271","19471101","6.7","5","0"
"TMK_MN004","4271","19471102","7.3","5","0"
"TMK_MN004","4271","19471103","7.4","5","0"
"TMK_MN004","4271","19471104","7.1","5","0"
"TMK_MN004","4271","19471105","7.9","5","0"
"TMK_MN004","4271","19471106","8.4","5","0"
"TMK_MN004","4271","19471107","5.4","5","0"
"TMK_MN004","4271","19471108","2.4","5","0"
"TMK_MN004","4271","19471109","9","5","0"
"TMK_MN004","4271","19471110","8.4","5","0"
"TMK_MN004","4271","19471111","7.7","5","0"
"TMK_MN004","4271","19471112","10","5","0"
"TMK_MN004","4271","19471113","6.8","5","0"
"TMK_MN004","4271","19471114","5.8","5","0"
"TMK_MN004","4271","19471115","3","5","0"
"TMK_MN004","4271","19471116","3.2","5","0"
"TMK_MN004","4271","19471117","1.8","5","0"
"TMK_MN004","4271","19471118","0.8","5","0"
"TMK_MN004","4271","19471119","0.5","5","0"
"TMK_MN004","4271","19471120","0.5","5","0"
"TMK_MN004","4271","19471121","12.9","5","0"
"TMK_MN004","4271","19471122","13.4","5","0"
"TMK_MN004","4271","19471123","10.6","5","0"
"TMK_MN004","4271","19471124","5.8","5","0"
"TMK_MN004","4271","19471125","4.8","5","0"
"TMK_MN004","4271","19471126","3.9","5","0"
"TMK_MN004","4271","19471127","2.9","5","0"
"TMK_MN004","4271","19471128","0.7","5","0"
"TMK_MN004","4271","19471129","2.6","5","0"
"TMK_MN004","4271","19471130","1.9","5","0"
"TMK_MN004","4271","19471201","2.9","5","0"
"TMK_MN004","4271","19471202","4.8","5","0"
"TMK_MN004","4271","19471203","5","5","0"
"TMK_MN004","4271","19471204","1.6","5","0"
"TMK_MN004","4271","19471205","1.6","5","0"
"TMK_MN004","4271","19471206","0.5","5","0"
"TMK_MN004","4271","19471207","4.4","5","0"
"TMK_MN004","4271","19471208","2.4","5","0"
"TMK_MN004","4271","19471209","4.4","5","0"
"TMK_MN004","4271","19471210","3.8","5","0"
"TMK_MN004","4271","19471211","4.1","5","0"
"TMK_MN004","4271","19471212","7","5","0"
"TMK_MN004","4271","19471213","4.9","5","0"
"TMK_MN004","4271","19471214","3","5","0"
"TMK_MN004","4271","19471215","1","5","0"
"TMK_MN004","4271","19471216","2.2","5","0"
"TMK_MN004","4271","19471217","2.4","5","0"
"TMK_MN004","4271","19471218","1","5","0"
"TMK_MN004","4271","19471219","-0.3","5","0"
"TMK_MN004","4271","19471220","1.5","5","0"
"TMK_MN004","4271","19471221","3.6","5","0"
"TMK_MN004","4271","19471222","2.6","5","0"
"TMK_MN004","4271","19471223","3.8","5","0"
"TMK_MN004","4271","19471224","4.8","5","0"
"TMK_MN004","4271","19471225","7.2","5","0"
"TMK_MN004","4271","19471226","3.9","5","0"
"TMK_MN004","4271","19471227","3","5","0"
"TMK_MN004","4271","19471228","6.6","5","0"
"TMK_MN004","4271","19471229","3.3","5","0"
"TMK_MN004","4271","19471230","0","5","0"
"TMK_MN004","4271","19471231","-2.7","5","0"
"TMK_MN004","4271","19480101","-1.8","5","0"
"TMK_MN004","4271","19480102","4.3","5","0"
"TMK_MN004","4271","19480103","6.8","5","0"
"TMK_MN004","4271","19480104","8.7","5","0"
"TMK_MN004","4271","19480105","8.6","5","0"
"TMK_MN004","4271","19480106","3.5","5","0"
"TMK_MN004","4271","19480107","1.4","5","0"
"TMK_MN004","4271","19480108","5.1","5","0"
"TMK_MN004","4271","19480109","0.6","5","0"
"TMK_MN004","4271","19480110","0.2","5","0"
"TMK_MN004","4271","19480111","-1.6","5","0"
"TMK_MN004","4271","19480112","2.4","5","0"
"TMK_MN004","4271","19480113","4.8","5","0"
"TMK_MN004","4271","19480114","4","5","0"
"TMK_MN004","4271","19480115","-1.5","5","0"
"TMK_MN004","4271","19480116","-1.7","5","0"
"TMK_MN004","4271","19480117","-0.2","5","0"
"TMK_MN004","4271","19480118","1.1","5","0"
"TMK_MN004","4271","19480119","1.5","5","0"
"TMK_MN004","4271","19480120","-0.8","5","0"
"TMK_MN004","4271","19480121","-0.2","5","0"
"TMK_MN004","4271","19480122","-1.2","5","0"
"TMK_MN004","4271","19480123","-2","5","0"
"TMK_MN004","4271","19480124","-0.2","5","0"
"TMK_MN004","4271","19480125","0.8","5","0"
"TMK_MN004","4271","19480126","0.5","5","0"
"TMK_MN004","4271","19480127","-0.1","5","0"
"TMK_MN004","4271","19480128","1.4","5","0"
"TMK_MN004","4271","19480129","3","5","0"
"TMK_MN004","4271","19480130","4.7","5","0"
"TMK_MN004","4271","19480131","8.2","5","0"
"TMK_MN004","4271","19480201","6.1","5","0"
"TMK_MN004","4271","19480202","8","5","0"
"TMK_MN004","4271","19480203","7.2","5","0"
"TMK_MN004","4271","19480204","4.2","5","0"
"TMK_MN004","4271","19480205","4.4","5","0"
"TMK_MN004","4271","19480206","4.3","5","0"
"TMK_MN004","4271","19480207","3.8","5","0"
"TMK_MN004","4271","19480208","3.9","5","0"
"TMK_MN004","4271","19480209","3.4","5","0"
"TMK_MN004","4271","19480210","2.4","5","0"
"TMK_MN004","4271","19480211","1.3","5","0"
"TMK_MN004","4271","19480212","2.7","5","0"
"TMK_MN004","4271","19480213","2.6","5","0"
"TMK_MN004","4271","19480214","2.2","5","0"
"TMK_MN004","4271","19480215","0.1","5","0"
"TMK_MN004","4271","19480216","0.2","5","0"
"TMK_MN004","4271","19480217","-1","5","0"
"TMK_MN004","4271","19480218","-1.8","5","0"
"TMK_MN004","4271","19480219","-6.6","5","0"
"TMK_MN004","4271","19480220","-8.8","5","0"
"TMK_MN004","4271","19480221","-9.2","5","0"
"TMK_MN004","4271","19480222","-4.6","5","0"
"TMK_MN004","4271","19480223","-0.7","5","0"
"TMK_MN004","4271","19480224","-1.4","5","0"
"TMK_MN004","4271","19480225","-2.4","5","0"
"TMK_MN004","4271","19480226","-3.6","5","0"
"TMK_MN004","4271","19480227","-2","5","0"
"TMK_MN004","4271","19480228","-0.2","5","0"
"TMK_MN004","4271","19480229","0.6","5","0"
"TMK_MN004","4271","19480301","0.4","5","0"
"TMK_MN004","4271","19480302","0.2","5","0"
"TMK_MN004","4271","19480303","-0.2","5","0"
"TMK_MN004","4271","19480304","-1.6","5","0"
"TMK_MN004","4271","19480305","-3.2","5","0"
"TMK_MN004","4271","19480306","0.2","5","0"
"TMK_MN004","4271","19480307","2.9","5","0"
"TMK_MN004","4271","19480308","5.9","5","0"
"TMK_MN004","4271","19480309","7.2","5","0"
"TMK_MN004","4271","19480310","5.6","5","0"
"TMK_MN004","4271","19480311","4","5","0"
"TMK_MN004","4271","19480312","5.4","5","0"
"TMK_MN004","4271","19480313","3.6","5","0"
"TMK_MN004","4271","19480314","3","5","0"
"TMK_MN004","4271","19480315","7.8","5","0"
"TMK_MN004","4271","19480316","4.8","5","0"
"TMK_MN004","4271","19480317","4","5","0"
"TMK_MN004","4271","19480318","2.4","5","0"
"TMK_MN004","4271","19480319","4.2","5","0"
"TMK_MN004","4271","19480320","8.8","5","0"
"TMK_MN004","4271","19480321","8.7","5","0"
"TMK_MN004","4271","19480322","5.1","5","0"
"TMK_MN004","4271","19480323","4.1","5","0"
"TMK_MN004","4271","19480324","5","5","0"
"TMK_MN004","4271","19480325","5.9","5","0"
"TMK_MN004","4271","19480326","4","5","0"
"TMK_MN004","4271","19480327","4.3","5","0"
"TMK_MN004","4271","19480328","5.1","5","0"
"TMK_MN004","4271","19480329","7.9","5","0"
"TMK_MN004","4271","19480330","10.7","5","0"
"TMK_MN004","4271","19480331","9.6","5","0"
"TMK_MN004","4271","19480401","9.5","5","0"
"TMK_MN004","4271","19480402","7.2","5","0"
"TMK_MN004","4271","19480403","7","5","0"
"TMK_MN004","4271","19480404","7.2","5","0"
"TMK_MN004","4271","19480405","6.1","5","0"
"TMK_MN004","4271","19480406","4.1","5","0"
"TMK_MN004","4271","19480407","4.7","5","0"
"TMK_MN004","4271","19480408","7.6","5","0"
"TMK_MN004","4271","19480409","7.3","5","0"
"TMK_MN004","4271","19480410","6.5","5","0"
"TMK_MN004","4271","19480411","6.4","5","0"
"TMK_MN004","4271","19480412","5.2","5","0"
"TMK_MN004","4271","19480413","8","5","0"
"TMK_MN004","4271","19480414","7","5","0"
"TMK_MN004","4271","19480415","6.6","5","0"
"TMK_MN004","4271","19480416","9.3","5","0"
"TMK_MN004","4271","19480417","13.8","5","0"
"TMK_MN004","4271","19480418","17.8","5","0"
"TMK_MN004","4271","19480419","18.6","5","0"
"TMK_MN004","4271","19480420","10.7","5","0"
"TMK_MN004","4271","19480421","12.7","5","0"
"TMK_MN004","4271","19480422","15.7","5","0"
"TMK_MN004","4271","19480423","10.4","5","0"
"TMK_MN004","4271","19480424","8.1","5","0"
"TMK_MN004","4271","19480425","7.2","5","0"
"TMK_MN004","4271","19480426","9.7","5","0"
"TMK_MN004","4271","19480427","10.6","5","0"
"TMK_MN004","4271","19480428","13.5","5","0"
"TMK_MN004","4271","19480429","7.2","5","0"
"TMK_MN004","4271","19480430","11.1","5","0"
"TMK_MN004","4271","19480501","7.7","5","0"
"TMK_MN004","4271","19480502","11","5","0"
"TMK_MN004","4271","19480503","7.9","5","0"
"TMK_MN004","4271","19480504","9","5","0"
"TMK_MN004","4271","19480505","11.3","5","0"
"TMK_MN004","4271","19480506","9.9","5","0"
"TMK_MN004","4271","19480507","11.6","5","0"
"TMK_MN004","4271","19480508","11.2","5","0"
"TMK_MN004","4271","19480509","13.2","5","0"
"TMK_MN004","4271","19480510","16.1","5","0"
"TMK_MN004","4271","19480511","13.7","5","0"
"TMK_MN004","4271","19480512","13.7","5","0"
"TMK_MN004","4271","19480513","11.1","5","0"
"TMK_MN004","4271","19480514","10.5","5","0"
"TMK_MN004","4271","19480515","13.2","5","0"
"TMK_MN004","4271","19480516","14.3","5","0"
"TMK_MN004","4271","19480517","13.7","5","0"
"TMK_MN004","4271","19480518","12.7","5","0"
"TMK_MN004","4271","19480519","10.7","5","0"
"TMK_MN004","4271","19480520","10.9","5","0"
"TMK_MN004","4271","19480521","10.8","5","0"
"TMK_MN004","4271","19480522","10.9","5","0"
"TMK_MN004","4271","19480523","9.4","5","0"
"TMK_MN004","4271","19480524","15.2","5","0"
"TMK_MN004","4271","19480525","11","5","0"
"TMK_MN004","4271","19480526","13.6","5","0"
"TMK_MN004","4271","19480527","11","5","0"
"TMK_MN004","4271","19480528","10.6","5","0"
"TMK_MN004","4271","19480529","10.2","5","0"
"TMK_MN004","4271","19480530","11.1","5","0"
"TMK_MN004","4271","19480531","11.2","5","0"
"TMK_MN004","4271","19480601","15.7","5","0"
"TMK_MN004","4271","19480602","17.2","5","0"
"TMK_MN004","4271","19480603","12","5","0"
"TMK_MN004","4271","19480604","13.2","5","0"
"TMK_MN004","4271","19480605","14.7","5","0"
"TMK_MN004","4271","19480606","16","5","0"
"TMK_MN004","4271","19480607","16.9","5","0"
"TMK_MN004","4271","19480608","17.4","5","0"
"TMK_MN004","4271","19480609","19.2","5","0"
"TMK_MN004","4271","19480610","15.4","5","0"
"TMK_MN004","4271","19480611","17.1","5","0"
"TMK_MN004","4271","19480612","15.6","5","0"
"TMK_MN004","4271","19480613","15.3","5","0"
"TMK_MN004","4271","19480614","16.5","5","0"
"TMK_MN004","4271","19480615","18.3","5","0"
"TMK_MN004","4271","19480616","16.4","5","0"
"TMK_MN004","4271","19480617","14.3","5","0"
"TMK_MN004","4271","19480618","14.2","5","0"
"TMK_MN004","4271","19480619","14.5","5","0"
"TMK_MN004","4271","19480620","15.7","5","0"
"TMK_MN004","4271","19480621","13.9","5","0"
"TMK_MN004","4271","19480622","13.6","5","0"
"TMK_MN004","4271","19480623","15.4","5","0"
"TMK_MN004","4271","19480624","15.5","5","0"
"TMK_MN004","4271","19480625","15.1","5","0"
"TMK_MN004","4271","19480626","15.3","5","0"
"TMK_MN004","4271","19480627","15.8","5","0"
"TMK_MN004","4271","19480628","12.8","5","0"
"TMK_MN004","4271","19480629","13.9","5","0"
"TMK_MN004","4271","19480630","12.5","5","0"
"TMK_MN004","4271","19480701","11.8","5","0"
"TMK_MN004","4271","19480702","14.6","5","0"
"TMK_MN004","4271","19480703","14.4","5","0"
"TMK_MN004","4271","19480704","16.7","5","0"
"TMK_MN004","4271","19480705","16.6","5","0"
"TMK_MN004","4271","19480706","17.1","5","0"
"TMK_MN004","4271","19480707","13.8","5","0"
"TMK_MN004","4271","19480708","14.6","5","0"
"TMK_MN004","4271","19480709","14.6","5","0"
"TMK_MN004","4271","19480710","16.6","5","0"
"TMK_MN004","4271","19480711","16.6","5","0"
"TMK_MN004","4271","19480712","14.2","5","0"
